%OpenBCI Raw EEG Data
%Number of channels = 4
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardGanglionBLE
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Other, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, EDA Channel 0, PPG Channel 0, PPG Channel 1, Other, Other, Other, Battery Info Channel, Timestamp, Timestamp (Formatted)
0.0, 1.8331232826099664, 9.214939270968602, 21.014391437356736, 28.869016061976396, 56.88259025064934, 76.1845001196119, 65.72668192280499, 80.73759167030532, 98.99242223529909, 155.83704629303443, 186.5195940967282, 203.92136485474094, 50.97299095063893, 203.12796698679713, 60.15015951175354, 148.73252902984316, 0.2577516795042277, -0.6462347571767897, 0.200585270675398, 0.3584610001380083, 0.2794783289204041, 0.2643268369515506, 834.3012951559274, 4906.557101635781, 5529.218021257891, 35.4466521013661, 746.8629076121904, 971.2796309823653, 95.0, 1.606650735715558E9, 2020-11-29 11:52:15.715
1.0, 3.6757042474675257, 13.842672625329293, 29.20299235707767, 45.758234548100425, 54.06503047437693, 94.25454225918205, 81.05231335532848, 67.94829965027854, 80.65924345639887, 12.702551031694604, -23.249677395329453, -73.9808880477648, -181.46305755338665, -213.47428911233916, -54.31652472214084, -190.53948287368536, 0.31223877084399143, -0.32366310150895, 0.12942534366821587, 0.3587241628089331, -0.05778350326391819, -0.3660144267260527, 1044.3824652077117, 4794.772882207992, 2331.3382554572345, 36.07934189613277, 707.047136535004, 1190.9428504880811, 95.0, 1.6066507357211127E9, 2020-11-29 11:52:15.721
2.0, 5.214113728510465, 20.899149915267273, 38.69691007606321, 61.38037836426796, 52.18881032936378, 44.32653123860453, 17.330300999734263, -27.041086458432005, -82.95861524980123, -102.63377237047031, -111.20536045772974, -74.37544015980944, -50.86535491076703, -106.99875048727728, 8.285125682583416, 52.65022114317717, -0.001876460348945276, -0.06807264586950215, -0.21807412275714583, -0.2609516148026875, 0.00755321675432168, 0.2733993782596111, 1239.6097615965411, 5063.2201561603415, 4579.913905728788, 35.92244652209507, 956.2338984695662, 1058.8954869112242, 95.0, 1.606650735726015E9, 2020-11-29 11:52:15.726
3.0, 6.643825518720431, 26.596565212672477, 48.171497045617016, 53.16001931690844, 31.233180596280487, -10.02181890891242, -47.20439304993072, -85.42246061063037, -151.11095143850372, -66.87443159292249, -36.46880291552362, 72.76214547219507, 132.35584258254673, 176.69220444011486, 322.45239355644117, 117.22566377671822, -0.7411793965367447, 0.5943523055248786, 0.7382703262588621, 0.05326606037907897, -0.07460756253828882, 0.09988450176625994, 857.1794733747225, 4468.090918225634, 4892.870294443908, 35.133234034728176, 931.3508333805208, 1348.3593403673713, 95.0, 1.6066507357311883E9, 2020-11-29 11:52:15.731
4.0, 8.592221815026292, 26.278155848060994, 41.11832054018382, 22.235582698130628, -12.167810378281539, -46.12676125381448, -104.04936122171567, -99.71584600227418, -35.046234735031625, 60.190225086634804, 135.28316716681417, 79.06629255454881, 147.7448687496159, -4.579718255847496, -135.5084089104374, -236.61778284953323, 0.3346585719263461, -0.36299722643175597, 0.5643244156896021, 0.739844251791761, -0.42695918608581573, 0.04983662477092164, 976.3982328525594, 4978.972567707961, 4182.299422968441, 37.030556297625395, 1066.1349547697473, 831.834165011642, 95.0, 1.6066507357406495E9, 2020-11-29 11:52:15.740
5.0, 9.711471813146051, 27.18032281639909, 33.14772838472438, -1.1945487753303359, -54.65259825186782, -109.34905515465556, -49.00329763754397, 14.048075343931533, 79.24884663810735, 141.5374749672531, 75.84636217457232, -18.632122060178876, -234.06309822097396, -149.73386682383259, -78.76358223269585, 91.00248416065797, -0.10656152635144854, -0.09658503555983013, 0.10773337120900456, -0.2854277112227234, -0.556150033526208, 0.18867388388625356, 660.4427864202362, 5038.194636607187, 5326.105774348323, 35.56568472474816, 1117.3726155826444, 1268.9793419757568, 95.0, 1.6066507357496305E9, 2020-11-29 11:52:15.749
6.0, 10.463064540117509, 29.646787752790715, 15.285028048583136, -29.831262101608825, -85.21693471731567, -58.61871831255752, 20.655138784408066, 71.15279033735031, 106.2195012297428, 18.449725352837213, -110.5733180480199, -98.95993106554455, -93.2764776189413, 39.61168310830714, 114.34299285472589, 261.9004018725846, -0.6924153839809093, -0.36686363715307047, -0.762163861844397, 0.2969212257692248, 0.03422407392587378, 0.12147073594163632, 736.3924006461759, 4861.154024963478, 5956.320359100093, 36.06321541921846, 1050.5147501978965, 737.158577255143, 95.0, 1.6066507357543254E9, 2020-11-29 11:52:15.754
7.0, 11.78458327302656, 24.65427928656285, 1.1410127515974389, -53.4447251678255, -69.26208294100616, -0.12053698552057139, 81.4294141842536, 126.9114539470937, -1.713954833910604, -115.88809039781164, -183.46160013332204, 9.692657069588812, 121.17954967132005, 224.44432177762215, -5.139232143519351, -333.11900097620986, -0.11273561788805975, -0.3568653310397184, 0.826764066763817, 0.08700154722110627, 0.10500911008091622, 0.18208281354140946, 1089.2846126296283, 3999.6313598440665, 5989.612800270128, 36.36995711477981, 1238.5862901450719, 719.0549395302128, 95.0, 1.606650735759014E9, 2020-11-29 11:52:15.759
8.0, 13.348344387037722, 21.381079895071696, -14.054166783005329, -56.97055288445714, -29.85522307136511, 72.83654844197588, 73.33417322092602, 2.119567862053303, -164.3944880763446, -152.78399744100298, 40.81560289087824, 103.8251149309052, 33.74900928077692, -192.22140868174802, -225.90148457784764, -1.6022421470995183, -0.66520201427359, 0.23723205833381564, 0.02559815151252139, 0.20427699589328938, -0.10689046603080525, 0.19707132415245165, 997.1876185979612, 4870.920956753638, 5782.685335323094, 35.83401322996385, 859.9442711202579, 789.9454083747431, 95.0, 1.6066507357639947E9, 2020-11-29 11:52:15.763
9.0, 12.982334591744817, 16.861623788336534, -26.90622619064584, -47.013909522968824, 12.96876695081663, 96.30047781058889, 33.55375562032508, -129.28279636161352, -128.63196628556474, 73.05028083597068, 97.32872103919723, 15.394351403018598, -220.8825293268855, -165.48969470458104, 63.12923047201518, 137.08175633665826, 0.5608388949627221, -0.4561603544457491, -0.30069578023512084, 0.057775569606575095, -0.0040796726045984446, 0.07445254832829327, 1092.77955450576, 5200.499761045722, 4484.150068001743, 37.24122188135387, 848.2900260742518, 1015.1746952132596, 95.0, 1.606650735769106E9, 2020-11-29 11:52:15.769
