%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Other, Other, Other, Other, Other, Other, Other, Other, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, EDA Channel 0, PPG Channel 0, PPG Channel 1, Other, Other, Other, Battery Info Channel, Timestamp, Timestamp (Formatted)
0.0, 1.701288090679628, 7.8773269006409325, 17.161290411826673, 31.802303579114966, 45.90182811537537, 54.435958748083635, 83.81675456409509, 116.27833339277007, 166.2235015004394, 206.53317695274197, 119.4019158333214, 166.86060389311658, 197.33262386531533, 110.26522696311093, 111.89569443804712, 52.20929562928668, -0.2089213199405735, -0.24200420646732307, -0.1835576487061272, 0.28406743522548855, 1.1413778644566326, -0.358483183483924, 900.7439587643352, 5367.067676073726, 5805.744600638331, 36.03608919928895, 1277.4638082848141, 1087.6836926562135, 95.0, 1.6065979398442996E9, 2020-11-28 21:12:19.844
1.0, 3.3727165111424626, 14.627021120604127, 34.535690437826304, 56.95325829460815, 70.78610693789967, 84.19347436611898, 111.85237912456148, 94.71317575593174, 35.45995306811724, 30.140759039841683, -21.366964277797415, -69.0105904822864, -60.639739830090186, -183.05034972382123, -343.70060032023883, -169.51736348010473, 0.4548458320156176, -0.10278828960778205, -0.21249777251800336, 0.08932231992497365, 0.3585317829284492, 0.19523023752298332, 1093.9116706363504, 6293.86425738766, 4368.821400440507, 36.80262861854315, 851.5517001650655, 788.5841176294385, 95.0, 1.6065979398484576E9, 2020-11-28 21:12:19.848
2.0, 5.100008657845727, 19.83317028307556, 44.48072358026954, 58.46956664957466, 61.29401255644223, 56.019343691521705, 20.7225560626875, -32.79683747190235, -99.36583647285747, -71.04028103437767, -111.41597267355016, -169.95682816968525, -49.88003999596953, -43.588017548040405, 4.688751239849581, 94.78198913303623, -0.25344220479598906, 0.40777186795915865, -0.11074091820775675, -0.3643043333865325, 0.3561856478524297, 0.3547812330316527, 750.5848347090146, 4638.783348566071, 4389.127999534443, 35.70422762303292, 1015.3056360704694, 839.9863843329896, 95.0, 1.6065979398534403E9, 2020-11-28 21:12:19.853
3.0, 6.799836177591048, 26.73636145215351, 41.6700823889574, 46.980943700787776, 27.583297511474317, -12.309718962820906, -47.07191343096777, -71.65383793831694, -105.04199586437346, -95.04186970020817, -26.591128441067234, 49.47596532546504, 143.69746923433536, 62.69893562466797, 111.80758846977874, 41.968420648058476, -0.35217415434422533, 0.007826122582616307, -0.3151990398933372, -0.02153247267668915, 0.08012984308068147, 0.4595825808945787, 1006.6344426592865, 5343.754379437637, 5585.078579104842, 35.17126268555213, 1124.4646796379209, 1100.051768467691, 95.0, 1.6065979398575792E9, 2020-11-28 21:12:19.857
4.0, 8.47467327163322, 29.129600991173778, 34.40907844678893, 25.73797781666605, -16.574591809118697, -73.0178334084071, -106.62393177981318, -62.00715558017598, -32.980214251090715, 72.8262518232153, 205.4424886635808, 249.02127925045988, 144.65475600155972, -1.418873592589342, -107.4969259724389, -220.1837709723055, 0.047837538806179115, -0.12949626598109998, 0.8501018664252572, -0.09250497160580011, 0.012738689849304333, -0.5563527384357698, 1137.1667141368923, 4116.629773343773, 5035.3010554355815, 36.06559288344307, 878.4036335664124, 1125.4034674331217, 95.0, 1.6065979398625703E9, 2020-11-28 21:12:19.862
5.0, 9.427929009806354, 26.314832050691525, 25.848422422955856, -1.5856031055277162, -44.664556716025274, -63.39879311861062, -47.978060981621056, 7.229696797926383, 134.02254309924032, 122.92686596579324, 51.296485461178236, -45.30567780221542, -220.5556389910601, -170.78178619904892, -115.58830290205997, 46.98150829832428, -0.35574845037664005, -0.21605559822904485, 0.9269388962968323, 0.2762112132221676, -0.37779718118948497, -0.025935499542867148, 1043.1668431322616, 3037.622770147387, 5353.4439549689705, 35.80766686775829, 854.3047884001267, 995.237757315927, 95.0, 1.6065979398675473E9, 2020-11-28 21:12:19.867
6.0, 11.399267133038974, 27.329451035076293, 15.180517341841403, -24.454301043480584, -68.65357021315971, -43.87500234990472, 12.381348864121861, 103.08779666689482, 96.50868721223358, 23.46051274123582, -91.95613057929602, -68.25631654258126, -114.50332979564448, 118.789978233179, 177.3084514619376, 246.37678028821327, -0.1833049996840371, 0.10273008676339009, 0.4715329478612473, -0.14590434607895042, -0.16805507062361666, -0.13578478920301154, 988.0044633061929, 5100.9331696103145, 4234.056903203348, 35.850658818183106, 988.9363313659879, 916.7582019778574, 95.0, 1.6065979398782685E9, 2020-11-28 21:12:19.878
7.0, 12.531289155776653, 25.620446495795814, 0.9962219530724079, -52.922161457076356, -61.31681740864961, -0.11026332338042724, 80.70752953729654, 84.94788913793333, -3.287014852964381, -65.09698816221682, -121.6510696452027, 8.03318491454789, 258.8594502405244, 54.130688011673485, -13.97973020197037, -179.41570606696638, 0.16113308710728047, 0.10305678821668639, -0.3384420006176759, -0.3058350584611711, 0.03795515628928236, 0.20647064730727832, 943.8291661756714, 6833.5033888986545, 4931.291594453559, 35.89287430618269, 1026.5334223749373, 1059.849197534007, 95.0, 1.6065979398825433E9, 2020-11-28 21:12:19.882
8.0, 12.938924021365365, 21.944940648868343, -16.637820006370955, -58.79946236118306, -34.221332734643006, 68.96018648172334, 60.93753437515913, 3.8235089206472246, -113.30863352105419, -143.69871730813998, 74.81877609758534, 161.4953572952376, 35.806810535607184, -197.18436947563376, -329.9429287739487, -0.477791731401073, -0.12290231988956894, 0.36312552056300745, -0.07005028222276563, 0.4205596622534063, 0.08802002003017316, -0.315228790908809, 690.392931283126, 3304.849447323455, 7464.004400134768, 35.31112101336694, 1203.2733181503947, 1143.9840423921548, 95.0, 1.6065979398875396E9, 2020-11-28 21:12:19.887
9.0, 13.25283995540853, 15.190884485661664, -24.574953255482946, -60.563149202087466, 14.422445512970844, 80.56353963119965, 29.625977575273122, -89.35972624177762, -57.730600962539505, 77.4961248545338, 222.87406822287275, 8.465335581826961, -69.65757032577548, -171.195421971777, 37.89791050415768, 215.94590612723954, 0.3882872130257, -0.20615286967586632, 0.1714885351599981, 0.19526468999927354, 0.2435807761371144, -0.27685593962000243, 936.3135948530402, 4766.734835585772, 4656.50921867373, 35.28041911278177, 721.6515706676128, 1084.9308965326004, 95.0, 1.6065979398925352E9, 2020-11-28 21:12:19.892
10.0, 13.53360402135258, 9.458401618629173, -43.05817735453077, -26.142187367755785, 42.7832246018033, 80.91799161777587, -40.0889695092005, -68.26882911514043, 37.97406053008793, 171.43296477732815, 0.5792666074404671, -205.85884135625426, -68.74204683616306, 288.1155060894736, 104.27131401799878, -169.6666941105607, 0.13613021638404324, 0.5924153454026263, -0.276301925295367, -0.11752851708310379, 0.3660563181255601, -0.07420987350011658, 1057.8401945387288, 6530.095073208076, 3882.2266325377336, 36.975003950300206, 1080.0710494126329, 1010.0087618220044, 95.0, 1.6065979398975306E9, 2020-11-28 21:12:19.897
11.0, 14.2548234763111, 2.182339849564787, -39.54856759933451, -6.7150001189742845, 78.90953026048317, 13.282236128323866, -110.6213807676757, -16.967372209688143, 145.45900396057007, 25.465053151901365, -85.55747557366723, -35.82184071836291, 178.75309401736894, 38.199690735630945, -217.14099383183554, -73.75599076265804, -0.4342426497345789, -0.11093277122200637, -0.852105532866466, -0.165419511696137, -0.07430144534570711, 0.1391698307181786, 703.7964292413835, 2853.555547536922, 5839.386678460236, 36.233119315257056, 1065.497699826192, 1168.109515081392, 95.0, 1.6065979399025345E9, 2020-11-28 21:12:19.902
12.0, 13.765565529741897, -5.04865968117184, -38.071825136268146, 18.5386941013426, 58.73980555385096, -48.09197976872698, -72.83489281922061, 58.72742271508129, 74.54159929602945, -157.58036957802582, -63.15302859753126, 257.53306838019, 40.5239883932353, -81.74294222188419, 23.56357341911146, 54.66788017408352, 0.1865935100518235, -0.25636429085708395, 0.045101337052430204, -0.6073716668963783, -0.38261168258246325, -0.16237236540565647, 706.6704198428245, 3898.399864867531, 4911.6926671875, 36.51662510430515, 1064.386601207828, 1194.0161894611483, 95.0, 1.6065979399075644E9, 2020-11-28 21:12:19.907
13.0, 13.958452048592138, -12.160047700589628, -28.88905667066646, 50.34613925037706, 29.636843192727397, -62.12129729938564, 4.137888717734597, 128.90839072990468, -80.36978413127537, -53.340023820078855, 83.29408178893368, 82.01890049094354, -215.52634006928574, 42.429757774265, 236.768376744347, -178.65785959115036, -0.239605093799037, 0.08754578519667089, -0.19333586591328938, -0.1026548982200227, 0.3261508053362362, 0.1504205021377433, 1374.1577207818139, 5183.577652955565, 5717.217417902966, 35.85481476797886, 881.1012694160999, 1131.2357013015762, 95.0, 1.6065979399125495E9, 2020-11-28 21:12:19.912
14.0, 13.392901305870565, -16.693862998915648, -21.016501732987248, 62.367113614196015, -14.349040127632945, -62.56752744387893, 96.16082725695544, 22.29369985605842, -170.8094826809011, 42.31919944093561, 62.39807162690125, -137.1952692371092, -6.854525071183755, 223.43229233908198, -94.35788050947485, -166.76271359710788, -0.11576191914740676, -0.8293777880356048, 0.2784674501240371, 0.02576902005764435, 0.1610553697241956, 0.2909353919165303, 1212.2901701240064, 4267.007229444549, 6566.761303066043, 36.710190411757026, 609.7997431318634, 1105.4009731146518, 95.0, 1.6065979399175537E9, 2020-11-28 21:12:19.917
